case_id,model_id,quarter,segment,metric_name,current_value,previous_value,historical_mean,historical_std,percent_change,z_score,rolling_mean,rolling_std,sample_size,missing_rate,expected_direction,scenario_type,scenario_difficulty,ground_truth_anomaly,ground_truth_severity,ground_truth_anomaly_type,ground_truth_reason,available_evidence,contradictory_evidence,missing_evidence_flag
case_0250,model_04,2023Q4,commercial,default_rate,0.050345,0.034759,0.037345,0.006029,0.448386,2.156269,0.043408,0.005587,56,0.051845,higher_is_worse,false_negative_trap,moderate,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0251,model_04,2023Q4,small_business,auc,0.785084,0.832125,0.81129,0.028943,-0.056531,-0.905426,0.814507,0.018084,506,0.031277,lower_is_worse,incomplete_evidence,ambiguous,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0252,model_07,2023Q4,small_business,score_mean,577.415093,554.420205,594.246121,29.987742,0.041476,-0.561264,597.300919,40.822799,1691,0.007655,stable,noisy_data,ambiguous,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0253,model_01,2023Q4,retail,ks_statistic,0.445712,0.48613,0.453038,0.044538,-0.083143,-0.164474,0.486088,0.041675,2021,0.001659,lower_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0254,model_03,2023Q4,small_business,score_mean,676.962767,626.611574,619.648218,10.406206,0.080355,5.507728,633.501501,25.767807,3571,0.00761,stable,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0255,model_04,2023Q4,commercial,score_mean,619.169537,629.056344,616.955496,8.201647,-0.015717,0.269951,623.386572,3.927779,3660,0.005839,stable,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0256,model_08,2023Q4,retail,score_mean,669.87523,641.461313,616.745846,12.417125,0.044296,4.278719,633.591812,24.254695,2611,0.011712,stable,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0257,model_08,2023Q4,commercial,auc,0.777267,0.789164,0.830698,0.022792,-0.015076,-2.344272,0.801432,0.01972,2999,0.010758,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0258,model_06,2023Q4,commercial,ks_statistic,0.382948,0.443054,0.456594,0.041631,-0.135664,-1.769011,0.451867,0.045528,4075,0.01036,lower_is_worse,seasonal_movement,adversarial,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0259,model_01,2023Q4,small_business,ks_statistic,0.454454,0.465963,0.457373,0.024476,-0.0247,-0.119254,0.4589,0.008801,787,0.272124,lower_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0260,model_07,2023Q4,small_business,score_mean,603.78432,630.3674,612.092479,13.077303,-0.042171,-0.635311,603.766147,17.533441,38,0.006792,stable,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0261,model_08,2023Q4,small_business,ks_statistic,0.372227,0.419405,0.442932,0.032263,-0.112487,-2.191516,0.41313,0.034663,1164,0.008124,lower_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0262,model_05,2023Q4,retail,auc,0.865855,0.825776,0.834137,0.020807,0.048536,1.524425,0.833828,0.022749,2029,0.012221,lower_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0263,model_06,2023Q4,small_business,auc,0.715371,0.789597,0.81731,0.029611,-0.094004,-3.442559,0.793988,0.049783,1944,0.015211,lower_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0264,model_03,2023Q4,retail,auc,0.934122,0.83823,0.828814,0.025637,0.114398,4.107656,0.855385,0.047277,3998,0.009782,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0265,model_07,2023Q4,small_business,score_mean,637.99268,617.613432,619.77464,10.916608,0.032997,1.668837,620.993637,16.980616,80,0.049194,stable,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0266,model_08,2023Q4,commercial,psi,0.091723,0.038866,0.037308,0.02071,1.359982,2.627443,0.048573,0.025614,1021,0.022494,higher_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0267,model_04,2023Q4,retail,score_mean,640.062803,638.674196,616.744077,28.103826,0.002174,0.829735,634.413128,25.860244,1320,0.021847,stable,noisy_data,adversarial,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0268,model_08,2023Q4,retail,ks_statistic,0.470118,0.416279,0.4575,0.032572,0.129333,0.387378,0.476582,0.041325,2086,0.012569,lower_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0269,model_01,2023Q4,small_business,ks_statistic,0.578815,0.415545,0.448132,0.024103,0.392905,5.42176,0.481475,0.061918,1468,0.00016,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0270,model_08,2023Q4,retail,default_rate,0.043642,0.035293,0.039695,0.004533,0.236567,0.870576,0.040796,0.003431,1721,0.012886,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0271,model_01,2023Q4,retail,score_mean,665.949032,597.862242,624.673126,12.37582,0.113884,3.335206,635.336241,25.743091,4504,0.008524,stable,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0272,model_03,2023Q4,retail,score_mean,621.807305,706.622112,628.909183,28.42407,-0.120029,-0.249854,636.258299,42.200262,3193,0.006916,stable,gradual_drift,ambiguous,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0273,model_05,2023Q4,retail,score_mean,596.171148,626.365692,626.380901,21.843417,-0.048206,-1.383014,624.818576,25.276677,3885,0.007705,stable,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0274,model_06,2023Q4,small_business,psi,0.050013,0.034125,0.056531,0.012819,0.465592,-0.508472,0.047996,0.012386,675,0.219253,higher_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0275,model_06,2023Q4,commercial,score_mean,622.964985,613.362929,611.852515,7.881127,0.015655,1.41001,611.826786,8.765543,36,0.027047,stable,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0276,model_05,2023Q4,small_business,auc,0.780048,0.840688,0.830354,0.02861,-0.072132,-1.758358,0.823433,0.035078,2460,0.00981,lower_is_worse,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0277,model_07,2023Q4,retail,score_mean,646.526041,620.555937,630.227538,18.54158,0.04185,0.879024,630.406694,10.263847,3210,0.007972,stable,contradictory_metric_movement,adversarial,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0278,model_05,2023Q4,small_business,default_rate,0.054832,0.040409,0.04138,0.003651,0.356912,3.684328,0.044833,0.006169,2405,0.009031,higher_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0279,model_02,2023Q4,retail,score_mean,660.663208,636.114636,622.217312,9.457,0.038591,4.065337,633.867746,17.475119,4882,0.011944,stable,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0280,model_04,2023Q4,retail,auc,0.78841,0.844757,0.842112,0.034122,-0.066702,-1.573823,0.83004,0.025804,108,0.053505,lower_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0281,model_05,2023Q4,retail,default_rate,0.047271,0.033153,0.040348,0.009565,0.425848,0.723762,0.046099,0.008694,1453,0.012299,higher_is_worse,incomplete_evidence,ambiguous,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0282,model_06,2023Q4,commercial,auc,0.977124,0.881483,0.825092,0.051641,0.1085,2.944043,0.870484,0.083458,1037,0.0063,lower_is_worse,noisy_data,moderate,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0283,model_04,2023Q4,retail,ks_statistic,0.459516,0.458069,0.46441,0.025475,0.003157,-0.192135,0.480845,0.024789,3448,0.000899,lower_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0284,model_08,2023Q4,retail,score_mean,656.145334,613.716498,612.550077,9.752949,0.069134,4.469956,625.032741,18.069343,1236,0.005894,stable,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0285,model_05,2023Q4,commercial,default_rate,0.030491,0.038417,0.042664,0.006066,-0.206327,-2.006972,0.03671,0.003679,4302,0.008298,higher_is_worse,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0286,model_03,2023Q4,retail,psi,0.108186,0.056735,0.051507,0.012119,0.906858,4.676854,0.058496,0.03014,3043,0.019453,higher_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0287,model_04,2023Q4,commercial,score_mean,677.604562,654.469945,626.435844,14.852395,0.035349,3.445149,647.071754,21.948848,917,0.014633,stable,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0288,model_01,2023Q4,commercial,default_rate,0.029275,0.040813,0.042194,0.008054,-0.282718,-1.604119,0.041922,0.009299,2047,0.017559,higher_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0289,model_05,2023Q4,small_business,ks_statistic,0.461558,0.445434,0.437223,0.012995,0.036199,1.8726,0.436245,0.018729,1303,0.176573,lower_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0290,model_07,2023Q4,small_business,auc,0.804454,0.850127,0.805328,0.038003,-0.053725,-0.023001,0.819323,0.031423,61,0.010698,lower_is_worse,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0291,model_07,2023Q4,retail,ks_statistic,0.405207,0.429226,0.461311,0.022577,-0.055959,-2.485039,0.435691,0.021231,674,0.00992,lower_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0292,model_04,2023Q4,commercial,psi,0.070987,0.018198,0.04284,0.031141,2.900862,0.903857,0.031806,0.035305,3373,0.006514,higher_is_worse,contradictory_metric_movement,adversarial,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0293,model_05,2023Q4,small_business,psi,0.128565,0.032411,0.050983,0.01483,2.96675,5.231368,0.061896,0.040391,1689,0.007926,higher_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0294,model_02,2023Q4,small_business,default_rate,0.057455,0.037314,0.039847,0.004584,0.539755,3.841559,0.044014,0.008286,2101,0.002829,higher_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0295,model_01,2023Q4,small_business,score_mean,640.467589,621.102173,611.94883,18.306057,0.031179,1.557886,626.83537,14.776345,55,0.025256,stable,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0296,model_05,2023Q4,commercial,ks_statistic,0.575197,0.418623,0.447278,0.037141,0.37402,3.444143,0.453752,0.080986,585,0.039436,lower_is_worse,incomplete_evidence,adversarial,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0297,model_01,2023Q4,commercial,psi,0.10456,0.012089,0.029629,0.032258,7.648995,2.322839,0.051295,0.033789,1545,0.026615,higher_is_worse,noisy_data,moderate,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
